estudiante_id,horas_estudio,puntuacion
1,18.33624380410619,79.32707460883141
2,11.119212731647094,56.80195285017877
3,13.462170390354405,69.46268286030434
4,11.026060505901542,58.643758754273804
5,6.2906326732717925,55.31798199511916
6,12.870650653169937,65.52867818940618
7,1.9074180924186224,34.713184497902645
8,16.626441785571227,80.37931885124274
9,18.64789251248657,96.9066550246556
10,4.386812134613138,49.858156997976785
11,15.58219604215541,81.67943843047038
12,14.556053957303519,74.18415063175601
13,2.614907013974952,40.129114134638826
14,4.293217703688499,31.292734658961983
15,9.910784896444117,58.62705027399881
16,9.117989988056792,51.11604027591913
17,12.344612011767598,67.46870279575312
18,5.104023079611782,44.89412425018712
19,16.52564114544345,75.97995384140766
20,9.517301083539175,59.18160987382755
21,19.765538719042834,90.38520947381271
22,12.471495895025885,60.76962549923384
23,15.85244800292726,81.90982652615995
24,16.40069729640696,81.51834966051393
25,10.469385080274598,60.542282036843424
26,13.961044146576446,74.33778685309795
27,9.252770123904327,65.47107530285051
28,11.48210296238759,71.43992220797637
29,9.551468707852296,64.45615974803744
30,10.090310227268482,61.94006552112058
31,13.53895199941796,84.32465928606483
32,17.437874327655123,92.93692250821513
33,2.067676506292506,24.489291202112422
34,4.670017869944097,49.200537064538594
35,7.10066311826163,38.19936849196832
36,16.01705468141039,84.28059813989421
37,4.275539794048342,49.17788209157691
38,10.343275747534253,61.72379418830604
39,12.849509736009026,68.68695847064602
40,13.181025914263929,72.6716331955956
41,2.931599582219151,43.532720057985216
42,5.070216398068954,46.76500046413135
43,0.6995817171972885,23.594170637797934
44,19.920382501648724,86.46772702944227
45,15.010191714211265,81.6048354398028
46,10.5826331842777,62.8796977817931
47,17.509623208436423,82.94914795628766
48,8.595237357554206,63.92850209992599
49,13.667866660853448,69.62861235977664
50,0.6658079000318295,26.5533439665696
51,10.254908434554347,54.861779293751376
52,7.147184324974754,61.431403952370765
53,2.6840812190120977,34.65073109037333
54,13.803406746039107,80.10889378286299
55,2.054628505985072,37.00934403286969
56,16.394121863092085,78.06629287444159
57,0.7928437150954903,35.51227747911524
58,19.909445172472633,88.02057382757627
59,9.182819670786888,51.09609776868367
60,11.16895562825171,68.44384390075845
61,2.8595675836595347,43.291116289752935
62,13.412079042372582,66.36613711080923
63,7.413112686613628,47.48035144257953
64,14.481641526726577,86.68410052998851
65,11.708540219080685,66.97338805684217
66,2.0362060011323324,41.434952787670014
67,5.359536529345652,41.32898248084513
68,8.703955156608716,50.709675101942324
69,0.33751481894914726,42.00398539089569
70,10.302903441230837,53.516375943512784
71,6.331657720600845,39.838967109946125
72,7.134638079005827,55.29823910604821
73,0.6783304928688105,31.01223548651161
74,16.957160759669424,75.15372962514118
75,4.596736422784666,37.385949439927046
76,5.177673350376262,47.41492543600058
77,18.919460436090578,87.95431788524262
78,0.7630793581202111,31.447385546654626
79,9.344082317392141,54.11927580014156
80,8.387784932945037,63.24114043272694
81,1.8149054622449312,25.172111956451765
82,10.310058476726132,67.37302855684052
83,7.435603000434822,68.71595254605982
84,19.217621757825476,85.65467587156628
85,9.333133759731604,61.07663520849484
86,15.94294326058181,70.88489276564637
87,1.131105482489887,29.208918716690278
88,8.499289774019537,69.39548601440097
89,18.51261950621349,89.33052722415252
90,6.197789292239648,55.85682719228902
91,18.299974027948554,90.6795863168036
92,17.25034224581546,70.72925325452285
93,0.9947532706464046,22.770021923688823
94,12.771386698205484,64.6185136035086
95,16.14185570971439,82.82184331734717
96,17.38622151101601,71.86904884515101
97,9.48110394168113,62.40653253817837
98,5.169958020495031,45.584923980650366
99,8.147203952359202,63.50389130246349
100,19.96719848822493,87.89550678271439
101,14.61363316813858,69.62136850185645
102,9.523892774173392,55.47729643306563
103,13.234747405812975,66.90243844708905
104,18.903927165615983,82.0496955178694
105,18.372854070767485,78.00226192795628
106,4.330472961004905,44.64041004273977
107,18.405591575410973,99.83896506855109
108,10.188174023839982,63.46304006500356
109,7.250816690108919,61.19633324122961
110,2.8600402238815303,32.18636517758674
111,11.998331667786706,71.94461143855825
112,13.25354169867397,71.55431154859504
113,3.956971502948532,47.69728839247112
114,13.938405427890956,74.34315337602175
115,17.80760842660998,79.09891094450244
116,18.69129684034413,80.92203191858148
117,12.867505441241406,70.994292389069
118,8.08735445421459,51.309325187457745
119,19.801861258832112,94.29891006731823
120,13.3121643905551,65.50057179975406
121,11.095170215798243,62.9984449861363
122,16.091088196003152,81.19287221597294
123,10.562072647787183,63.21416274985931
124,19.319361982718398,89.68352594610519
125,13.853768261104483,73.01133793771513
126,14.670633332520474,63.04111194674044
127,5.439475498103921,32.12686727141795
128,13.053102840863936,76.28245639046635
129,4.658377144931867,52.42555493836619
130,19.500244392376874,93.30902396883037
131,15.26755899855913,81.5962227241361
132,4.046314554905511,40.16042423015857
133,1.7552672273675918,19.719128443144033
134,4.1171427413923585,40.173698017602554
135,18.06681995131014,92.0993121964803
136,7.584292968754576,50.470850506502245
137,4.598153551630664,41.33245330676585
138,4.805184040482686,48.58855811766234
139,13.145510613795967,66.68260478689898
140,14.958914044594264,72.80978633079755
141,17.993169116670195,79.59107912227728
142,16.32940119127086,77.58927116015212
143,2.3419005985478014,39.631507716825034
144,16.546846892308697,88.94002897951503
145,5.680486522223003,55.98686107668945
146,17.426400137956257,79.51574140660931
147,0.5838000395009524,30.654327430182178
148,16.25260578255543,82.66633534221978
149,13.009941493308334,66.43760994985493
150,5.692341586343305,33.77154034338633
151,13.709711206441886,82.14570212963437
152,3.5548896682939124,34.76819527764714
153,10.858116319737496,63.48555423386872
154,15.013182657437689,74.42951335297107
155,12.839397662240927,69.40479786232993
156,0.3115032439654897,28.418438572578705
157,1.4490550901729526,35.320804180682856
158,0.998060873861395,22.50854211893416
159,0.14526569214367457,31.404199309473693
160,2.012636415384923,31.96159227082347
161,16.0492087908001,76.48003783613474
162,0.06975096241211398,34.63599124088068
163,18.42020494464881,85.22050942317662
164,12.40998234425603,72.58805327243037
165,3.9752051929357957,40.000429104267866
166,1.062157498195937,46.10552413137475
167,7.697194078415821,49.7855069203923
168,4.792165632098058,40.833339004706716
169,12.91525970990487,66.49773364242297
170,12.163695413058393,69.28066498708645
171,13.777614038182243,67.4829372821459
172,14.048737185437332,76.88723289027138
173,18.154559940704694,82.6797802289642
174,7.050492924012928,52.552553876277315
175,18.73628338653279,82.7967740741109
176,14.649064583021481,82.91628328066349
177,11.417275938912763,57.40640980506252
178,0.5921321144402092,25.307413515719155
179,12.131687821586523,72.68868230810018
180,1.4447159159545442,34.0888325912005
181,9.701176469198266,63.240373519730426
182,13.346548535579783,78.5168379706878
183,16.690569115994236,84.83482280797566
184,8.023152375575325,49.54490810880166
185,1.8893085223012007,36.07644574646034
186,12.435066421420423,56.80331439335979
187,13.107067226510857,66.40394236376373
188,10.989161615590108,59.2129987913476
189,16.17953582314035,73.52090987407885
190,8.381759677344082,50.364416550488144
191,7.088675128720563,50.68670851536494
192,3.9930158427240126,43.62605550757197
193,19.80606878629368,72.57149214741534
194,11.192874802560304,70.79336630673976
195,9.38533529362126,56.21675905577621
196,0.42920579077122545,30.102619535065447
197,12.303433805700084,69.62813662276558
198,4.6849777994175685,58.264630451667855
199,3.8912131682789486,55.50388051417188
200,6.412499049853464,45.61551763048752
201,40.0,22.0
202,42.0,18.0
203,38.0,25.0
204,45.0,15.0
205,41.0,20.0
206,39.0,24.0
